company_name	location	cei_2016	cei_2015	forbes_1000
CIGNA Corp.	Bloomfield, CT		90.0	129.0
Excellus Health Plan Inc.	Rochester, NY		90.0	
Humana Inc.	Louisville, KY		90.0	73.0
Group Health Permanente	Seattle, WA		90.0	
Kaiser Permanente	Oakland, CA		90.0	
Bausch & Lomb Inc.	Rochester, NY		85.0	
Harvard Pilgrim Health Care Inc.	Wellesley, MA		85.0	
Health Care Service Corp.	Chicago, IL		85.0	
WellPoint Inc.	Indianapolis, IN		85.0	31.0
Health Net Inc.	Woodland Hills, CA		80.0	146.0
Mayo Clinic	Rochester, MN		70.0	
Quest Diagnostics Inc.	Madison, NJ		65.0	303.0
Abbott Laboratories	Abbott Park, IL		60.0	75.0
Baxter International Inc.	Deerfield, IL		60.0	185.0
Blue Cross Blue Shield of North Caroline	Durham, NC		60.0	
McKesson Corp.	San Francisco, CA		60.0	14.0
Patterson Companies (Patterson Dental Supply)	St. Paul, MN		60.0	629.0
Vision Service Plan	Rancho Cordova, CA			45.0
Austin Radiological Assn.	Austin, TX			40.0
Owens & Minor Inc.	Mechanicsville, VA			
Amerigroup Corp.	Virginia Beach, VA			
AmerisourceBergen Corp.	Chesterbrook, PA			
Centene Corp.	St. Louis, MO			
Coventry Health Care	Bethesda, MD			
Express Scripts Inc.	St. Louis, MO			
Henry Schein	Melville, NY			
Laboratory Corporation of America Holdings	Burlington, NC			
Medco Health Solutions	Franklin Lakes, NJ			
Omnicare	Covington, KY			
"WellCare Health Plans, Inc."	Tampa, FL			
Tenet Health care	Dallas, TX		45.0	253.0
Community Health Systems Inc.	Franklin, TN			
DaVita Inc.	El Segundo, CA			
HCA - Hospital Corporation of America	Nashville, TN			
Health Management Associates Inc.	Naples, FL			
Kindred Health care	Louisville, KY			
universal Health Services	King of Prussia, PA			
Eastman Kodak Co.	Rochester, NY		100.0	297.0
Medtronic Inc.	Minneapolis, MN		100.0	160.0
Intel Corp.	Santa Clara, CA		95.0	62.0
Rockwell Automation Inc.	Milwaukee, WI		90.0	476.0
Texas Instruments Inc.	Dallas, TX		90.0	223.0
Applied Materials Inc.	Santa Clara, CA		85.0	421.0
Agilent Technologies Inc.	Santa Clara, CA		75.0	461.0
ITT Corp.	White Plains, NY		75.0	214.0
Advanced Micro Devices Inc.	Sunnyvale, CA		70.0	390.0
Nokia Corp.	Irving, TX		70.0	
Boston Scientific Corp.	Natick, MA		65.0	279.0
St. Jude Medical Inc.	St. Paul, MN		60.0	445.0
Thermo Fisher Scientific Inc.	Waltham, MA		50.0	234.0
KLA-Tencor Corp.	Milpitas, CA			
Polaroid Corp.	Waltham, MA			30.0
Agco	Duluth, GA			
"Becton, Dickinson and Co."	Franklin Lakes, NJ			
Broadcom Corp.	Irvine, CA			
Dover Corp.	New York, NY			
Eaton Corp.	Cleveland, OH			
Flowserve	Irving, TX			
General Cable Corp.	Highland Heights, KY			
"Graybar Electric Company, Inc."	St. Louis, MO			
Micron Technology Inc.	Boise, ID			
Parker Hannifin Corp.	Cleveland, OH			
Sanmina-SCI	San Jose, CA			
SPX Corp.	Charlotte, NC			
Stryker Corp.	Kalamazoo, MI			
Terex Corporation	Westport, CT			
WESCO International Inc.	Pittsburgh, PA			
Mitchell Gold + Bob Williams	Taylorsville, NC		100.0	
Fortune Brands Inc.	Deerfield, IL			
Jarden Corp.	Rye, NY			
Masco Corp.	Taylor, MI			
Caesars Entertainment Corp.	Las Vegas, NV		100.0	264.0
Choice Hotels International Inc.	Silver Spring, MD		100.0	
Hyatt Hotels Corp.	Chicago, IL		100.0	581.0
Kimpton Hotel & Restaurant Group Inc.	San Francisco, CA		100.0	
Starwood Hotels & Resorts Worldwide	White Plains, NY		100.0	438.0
Marriott International Inc.	Bethesda, MD		90.0	213.0
MGM Resorts International	Las Vegas, NV		90.0	360.0
Wyndham Worldwide Corp.	Parsippany, NJ		90.0	541.0
Wynn Resorts Ltd.	Las Vegas, NV		90.0	634.0
Carlson Companies Inc.	Minnetonka, MN		85.0	
InterContinental Hotels Group Americas	Atlanta, GA		65.0	
Hilton Hotels Corp.	Beverly Hills, CA		60.0	
Host Hotels & Resorts Inc.	Bethesda, MD			
Las Vegas Sands Corp.	Las Vegas, NV			
"AAA Northern California, Nevada & utah Insurance Exchange"	Walnut Creek, CA		100.0	
Chubb Corp.	Warren, NJ		100.0	176.0
ING North America Insurance Corp.	Atlanta, GA		100.0	
MetLife Inc.	New York, NY		100.0	51.0
Nationwide	Columbus, OH		100.0	118.0
Prudential Financial Inc.	Newark, NJ		100.0	65.0
Sun Life Financial Inc. (u.S.)	Wellesley Hills, MA		100.0	
State Farm Group	Bloomington, IL		95.0	34.0
Esurance Inc.	San Francisco, CA		90.0	
"Hartford Financial Services Group Inc., The"	Hartford, CT		90.0	97.0
Massachusetts Mutual Life Insurance Co.	Springfield, MA		90.0	93.0
"Progressive Corp., The"	Mayfield Village, OH		90.0	161.0
"Travelers Companies Inc., The"	New York, NY		90.0	98.0
AIG	New York, NY		85.0	16.0
"Allstate Corp., The"	Northbrook, IL		85.0	68.0
CNA Insurance	Chicago, IL		85.0	
New York Life Insurance Co.	New York, NY		85.0	64.0
Principal Financial Group	Des Moines, IA		85.0	266.0
Assurant	New York, NY		80.0	268.0
John Hancock Financial Services Inc.	Boston, MA		80.0	
Pacific Life Insurance Co.	Newport Beach, CA		80.0	401.0
unum Group	Chattanooga, TN		70.0	235.0
Selective Insurance Group	Branchville, NJ		65.0	993.0
Zurich North America	Schaumburg, IL		65.0	
Allianz Life Insurance Co. of North America	Minneapolis, MN			60.0
Lincoln National Corp.	Radnor, PA			60.0
Mutual of Omaha Insurance	Omaha, NE		60.0	408.0
American Family Insurance Group	Madison, WI		55.0	344.0
Northwestern Mutual Life Insurance	Milwaukee, WI		50.0	115.0
"Guardian Life Insurance Co. of America, The"	New York, NY			
Loews Corp.	New York, NY			
CuNA Mutual Insurance Group	Madison, WI			30.0
AEGON uSA Inc.	Cedar Rapids, IA			
AFLAC Inc.	Columbus, GA			
American Financial Group	Cincinnati, OH			
Auto-Owners Insurance Group	Lansing, MI			
Berkshire Hathaway Inc.	Omaha, NE			
CNO Financial Group Inc.	Carmel, IN			
Erie Insurance Group	Erie, PA			
First American Financial Corp.	Santa Ana, CA			
Genworth Financial Inc.	Richmond, VA			
Liberty Mutual Group	Boston, MA			
Reinsurance Group of America Inc.	Chesterfield, MO			
Thrivent Financial for Lutherans	Minneapolis, MN			
united Services Automobile Association	San Antonio, TX			
universal American Corp.	Rye Brook, NY			
W.R. Berkley	Greenwich, CT			
Western & Southern Financial Group	Cincinnati, OH			
eBay Inc.	San Jose, CA		100.0	267.0
Google Inc.	Mountain View, CA		100.0	102.0
Yahoo! Inc.	Sunnyvale, CA		100.0	343.0
Amazon.com Inc.	Seattle, WA		90.0	100.0
Classified Ventures LLC	Chicago, IL		80.0	
Expedia Inc.	Bellevue, WA		80.0	654.0
Hanover Direct Inc.	Weehawken, NJ		70.0	
Liberty Interactive Corp.	Englewood, CO			
"Akin, Gump, Strauss, Hauer & Feld LLP"	Washington, DC		100.0	
Alston & Bird LLP	Atlanta, GA		100.0	
Baker & McKenzie LLP	Chicago, IL		100.0	
Bingham McCutchen LLP	Boston, MA		100.0	
Brown Rudnick LLP	Boston, MA		100.0	
Bryan Cave LLP	St. Louis, MO		100.0	
Carlton Fields PA	Tampa, FL		100.0	
Chapman and Cutler LLP	Chicago, IL		100.0	
"Choate, Hall & Stewart LLP"	Boston, MA		100.0	
Clifford Chance uS LLP	New York, NY		100.0	
Covington & Burling LLP	Washington, DC		100.0	
Crowell & Moring LLP	Washington, DC		100.0	
Debevoise & Plimpton LLP	New York, NY		100.0	
Dewey & LeBoeuf LLP	New York, NY		100.0	
DLA Piper	Baltimore, MD		100.0	
Dorsey & Whitney LLP	Minneapolis, MN		100.0	
Edwards Angell Palmer & Dodge LLP	Boston, MA		100.0	
Faegre & Benson LLP	Minneapolis, MN		100.0	
Fenwick & West LLP	Mountain View, CA		100.0	
"Fried, Frank, Harris, Shriver & Jacobson LLP"	New York, NY		100.0	
"Gibson, Dunn & Crutcher LLP"	Los Angeles, CA		100.0	
Hinshaw & Culbertson LLP	Chicago, IL		100.0	
Fish & Richardson PC	Boston, MA		90.0	68.0
Frost Brown Todd LLC	Cincinnati, OH		90.0	148.0
Fulbright & Jaworski LLP	Houston, TX		90.0	40.0
"Galloway, Johnson, Tompkins, Burr & Smith, PLC"	New Orleans, LA		90.0	
Gordon & Rees LLP	San Francisco, CA		90.0	154.0
Goodwin Procter LLP	Boston, MA		90.0	38.0
Holland & Knight LLP	Tampa, FL		90.0	51.0
Hunton & Williams LLP	Washington, DC		90.0	41.0
Kaye Scholer LLP	New York, NY		90.0	64.0
Kelley Drye & Warren LLP	New York, NY		90.0	127.0
Kilpatrick Townsend & Stockton LLP	Atlanta, GA		90.0	113.0
King & Spalding LLP	Atlanta, GA		90.0	34.0
Kutak Rock LLP	Omaha, NE		90.0	156.0
"Manatt, Phelps & Phillips LLP"	Los Angeles, CA		90.0	109.0
Mayer Brown LLP	Chicago, IL		90.0	10.0
McCarter & English LLP	Newark, NJ		90.0	129.0
"Milbank, Tweed, Hadley & McCloy LLP"	New York, NY		90.0	42.0
O'Melveny & Myers LLP	Washington, DC		90.0	28.0
Patton Boggs LLP	Washington, DC		90.0	84.0
Pepper Hamilton LLP	Philadelphia, PA		90.0	83.0
Proskauer Rose LLP	New York, NY		90.0	39.0
Reed Smith LLP	Pittsburgh, PA		90.0	17.0
"Skadden, Arps, Slate, Meagher & Flom LLP"	New York, NY		90.0	2.0
SNR Denton uS LLP	New York, NY		90.0	59.0
Stinson Morrison Hecker LLP	Kansas City, MO		90.0	162.0
Stoel Rives LLP	Portland, OR		90.0	137.0
Sullivan & Cromwell LLP	New York, NY		90.0	14.0
Vinson & Elkins LLP	Houston, TX		90.0	47.0
"Weil, Gotshal & Manges LLP"	New York, NY		90.0	8.0
Williams Mullen PC	Richmond, VA		90.0	169.0
Arent Fox LLP	Washington, DC		85.0	124.0
"Baker, Donelson, Bearman, Caldwell & Berkowitz PC"	Memphis, TN		85.0	114.0
"Cadwalader, Wickersham & Taft LLP"	New York, NY		85.0	61.0
Duane Morris LLP	Philadelphia, PA		85.0	71.0
Foley Hoag LLP	Boston, MA		85.0	165.0
Greenberg Traurig LLP	Miami, FL		85.0	9.0
Haynes and Boone LLP	Dallas, TX		85.0	87.0
Howrey LLP	Washington, DC		85.0	58.0
Katten Muchin Rosenman LLP	Chicago, IL		85.0	66.0
Kramer Levin Naftalis & Frankel LLP	New York, NY		85.0	90.0
Latham & Watkins LLP	New York, NY		85.0	3.0
McGuireWoods LLP	Richmond, VA		85.0	55.0
"Mintz, Levin, Cohn, Ferris, Glovsky & Popeo PC"	Boston, MA		85.0	97.0
Polsinelli Shughart PC	Kansas City, MO		85.0	147.0
Quarles & Brady LLP	Milwaukee, WI		85.0	126.0
Thompson Hine LLP	Cleveland, OH		85.0	
Willkie Farr & Gallagher LLP	New York, NY		85.0	
Wilson Sonsini Goodrich & Rosati PC	Palo Alto, CA		85.0	
Goulston & Storrs	Boston, MA		80.0	
"McKenna, Long & Aldridge LLP"	Atlanta, GA		80.0	
Steptoe & Johnson LLP	Washington, DC		80.0	
"Vorys, Sater, Seymour and Pease LLP"	Columbus, OH		80.0	
Davis Wright Tremaine LLP	Seattle, WA		75.0	
Herrick Feinstein LLP	New York, NY		75.0	
Holland & Hart LLP	Denver, CO		75.0	
Dykema Gossett PLLC	Detroit, MI		70.0	
Luce Forward Hamilton & Scripps LLP	San Diego, CA		70.0	
Bracewell & Giuliani	Houston, TX		60.0	
Foley & Lardner LLP	Milwaukee, WI	60.0		36.0
Lindquist & Vennum PLLP	Minneapolis, MN		60.0	
"Munger, Tolles & Olson LLP"	Los Angeles, CA		60.0	
Nelson Mullins Riley & Scarborough LLP	Columbia, SC		60.0	
"Schulte, Roth &  Zabel LLP"	New York, NY		60.0	
Womble Carlyle Sandridge & Rice LLP	Winston-Salem, NC		60.0	
Moore & Van Allen PLLC	Charlotte, NC			55.0
Holme Roberts & Owen LLP	Denver, CO			45.0
Locke Lord Bissell & Liddell LLP	Chicago, IL			45.0
"Wildman, Harrold, Allen & Dixon LLP"	Chicago, IL		45.0	
Saul Ewing LLP	Philadelphia, PA		30.0	
Howard & Howard Attorneys PLLC	Kalamazoo, MI			25.0
united Parcel Service Inc. (uPS)	Atlanta, GA		100.0	43.0
FedEx Corp.	Memphis, TN		75.0	60.0
union Pacific Corp.	Omaha, NE		65.0	164.0
Burlington Northern Santa Fe Corp.	Fort Worth, TX			
YRC Worldwide Inc.	Overland Park, KS			
Corning Inc.	Corning, NY		100.0	391.0
Cummins Inc.	Columbus, IN		100.0	218.0
Herman Miller Inc.	Zeeland, MI		100.0	965.0
Owens Corning	Toledo, OH		100.0	432.0
united Technologies Corp.	Hartford, CT		100.0	37.0
Whirlpool Corp.	Benton Harbor, MI		100.0	136.0
Steelcase Inc.	Grand Rapids, MI		90.0	609.0
Freescale Semiconductor Inc.	Austin, TX		80.0	
R.R. Donnelley & Sons Co.	Chicago, IL		80.0	240.0
Caterpillar Inc.	Peoria, IL		70.0	66.0
Deere & Co.	Moline, IL		60.0	107.0
General Electric Co.	Fairfield, CT		60.0	4.0
Illinois Tool Works Inc.	Glenview, IL		60.0	169.0
Marathon Oil Corp.	Houston, TX			
Exxon Mobil Corp.	Irving, TX			
Baker Hughes Inc.	Houston, TX			
Cameron International Corp.	Houston, TX			
El Paso Corp	Houston, TX			
Enbridge Energy Partners	Houston, TX			
FMC Technologies Inc.	Houston, TX			
Frontier Oil Corp.	Houston, TX			
Halliburton Co.	Houston, TX			
Hess Corp.	New York, NY			
Holly Corp.	Dallas, TX			
Kinder Morgan Inc.	Houston, TX			
Murphy Oil	El Dorado, AR			
"National Oilwell Varco, Inc."	Houston, TX			
"Plains All American Pipeline, L.P."	Houston, TX			
Smith International Inc.	Houston, TX			
Sunoco Inc.	Philadelphia, PA			
Tesoro Corp.	San Antonio, TX			
Valero Energy Corp.	San Antonio, TX			
Western Refining Inc.	El Paso, TX			
World Fuel Services	Miami, FL			
Bristol-Myers Squibb Co.	New York, NY		100.0	114.0
Eli Lilly & Co.	Indianapolis, IN		100.0	112.0
GlaxoSmithKline plc	Philadelphia, PA		100.0	
Johnson & Johnson	New Brunswick, NJ		100.0	33.0
Pfizer Inc.	New York, NY		100.0	40.0
Boehringer Ingelheim uSA Corp.	Ridgefield, CT		90.0	
Merck & Co. Inc.	Whitehouse Station, NJ		90.0	85.0
CVS Caremark Corp.	Woonsocket, RI		75.0	18.0
Hospira Inc.	Lake Forest, IL		75.0	527.0
Novartis Pharmaceuticals Corp.	East Hanover, NJ		75.0	
AstraZeneca PLC	Wilmington, DE		60.0	
Wyeth	Madison, NJ		60.0	
"Astellas Pharma uS, Inc."	Deerfield, IL		55.0	
Amgen Inc.	Thousand Oaks, CA			45.0
Sanofi-Aventis u.S. LLC	Bridgewater, NJ			
Allergan Inc.	Irvine, CA			
Biogen Idec Inc	Cambridge, MA			
Genzyme Corp.	Cambridge, MA			
Gilead Sciences Inc	Foster City, CA			
Mylan Laboratories Inc.	Canonsburg, PA			
"McGraw-Hill Companies Inc., The"	New York, NY		90.0	363.0
New York Times Co.	New York, NY		90.0	733.0
Pearson Inc.	New York, NY		90.0	
uBM plc	Manhasset, NY		60.0	
Gannett Co. Inc.	McLean, VA			45.0
Houghton Mifflin Harcourt Publishing Co.	Boston, MA			
AbitibiBowater Inc.	Greenville, SC			
Washington Post Co.	Washington, DC			
CB Richard Ellis Group Inc.	Los Angeles, CA		85.0	499.0
Realogy Corp.	Parsippany, NJ		45.0	519.0
Abercrombie & Fitch Co.	New Albany, OH		100.0	651.0
Avon Products Inc.	New York, NY		100.0	228.0
Barnes & Noble Inc.	New York, NY		100.0	372.0
Best Buy Co. Inc.	Richfield, MN		100.0	45.0
Clorox Co.	Oakland, CA		100.0	384.0
Gap Inc.	San Francisco, CA		100.0	162.0
Limited Brands Inc.	Columbus, OH		100.0	269.0
Nordstrom Inc.	Seattle, WA		100.0	270.0
Office Depot Inc.	Boca Raton, FL		100.0	192.0
Replacements Ltd.	McLeansville, NC		100.0	
Sears Holdings Corp.	Hoffman Estates, IL		100.0	48.0
Staples Inc.	Framingham, MA		100.0	101.0
"TJX Companies Inc., The"	Framingham, MA		100.0	119.0
unilever	Englewood Cliffs, NJ		100.0	
"Bon-Ton Stores, Inc."	York, PA		90.0	637.0
Costco Wholesale Corp.	Issaquah, WA		90.0	25.0
Hallmark Cards Inc.	Kansas City, MO		90.0	
Kimberly-Clark Corp.	Irving, TX		90.0	126.0
Newell Rubbermaid Inc.	Atlanta, GA		90.0	373.0
Procter & Gamble Co.	Cincinnati, OH		90.0	22.0
S.C. Johnson & Son Inc.	Racine, WI		90.0	
Sony Electronics Inc.	San Diego, CA		90.0	
Tiffany & Co.	New York, NY		90.0	690.0
Walgreen Co.	Deerfield, IL		90.0	32.0
CarMax Inc.	Richmond, VA		85.0	323.0
Colgate-Palmolive Co.	New York, NY		85.0	151.0
J.C. Penney Co. Inc.	Plano, TX		85.0	133.0
Liz Claiborne Inc.	New York, NY		85.0	645.0
OfficeMax Inc.	Naperville, IL		85.0	313.0
Target Corp.	Minneapolis, MN		85.0	30.0
American Eagle Outfitters Inc.	Pittsburgh, PA		80.0	649.0
"Home Depot Inc., The"	Atlanta, GA		80.0	29.0
"Estée Lauder Companies Inc., The"	New York, NY		75.0	308.0
GameStop Corp.	Grapevine, TX		75.0	255.0
Mattel Inc.	El Segundo, CA		75.0	387.0
Harry & David Holdings Inc.	Medford, OR		70.0	
"Pep Boys-Manny, Moe & Jack"	Philadelphia, PA		70.0	860.0
Recreational Equipment Inc.	Kent, WA		65.0	
Toys 'R' us Inc.	Wayne, NJ		65.0	171.0
PetSmart Inc.	Phoenix, AZ			60.0
Wal-Mart Stores Inc.	Bentonville, AR		60.0	1.0
"Brown Shoe Company, Inc."	St. Louis, MO		45.0	770.0
"Men's Wearhouse Inc., The"	Houston, TX			
Hasbro Inc.	Pawtucket, RI			
Meijer Inc.	Grand Rapids, MI			
AutoZone Inc.	Memphis, TN			
B J's Wholesale Club	Westborough, MA			
Kohl's Corp.	Menomonee Falls, WI			
Advance Auto Parts (Advance Holding)	Roanoke, VA			
Bed Bath & Beyond Inc.	union, NJ			
Big Lots	Columbus, OH			
Blockbuster Inc.	Dallas, TX			
"Casey's General Stores, Inc."	Ankeny, IA			
Dick's Sporting Goods Inc.	Coraopolis, PA			
Dillard's Inc.	Little Rock, AR			
Dollar General Corp.	Goodlettsville, TN			
Dollar Tree Stores Inc.	Chesapeake, VA			
Family Dollar Stores	Matthews, NC			
Foot Locker Inc.	New York, NY			
Lowe's Companies Inc.	Mooresville, NC			
O'Reilly Automotive Inc	Springfield, MO			
"Pantry Inc., The"	Cary, NC			
RadioShack Corp.	Fort Worth, TX			
Ross Stores	Pleasanton, CA			
TravelCenters of America	Westlake, OH			
Alcatel-Lucent	Murray Hill, NJ		100.0	
AT&T Inc.	Dallas, TX		100.0	7.0
Sprint Nextel Corp.	Overland Park, KS		100.0	67.0
Motorola Solutions Inc.	Schaumburg, IL		90.0	110.0
QuALCOMM Inc.	San Diego, CA		90.0	225.0
Time Warner Cable Inc.	New York, NY		90.0	131.0
Avaya Inc.	Basking Ridge, NJ		80.0	
DIRECTV	El Segundo, CA		75.0	116.0
Nortel Networks Corp.	Richardson, TX		60.0	
EarthLink Inc.	Atlanta, GA			55.0
T-Mobile uSA Inc.	Bellevue, WA			
Cablevision Systems Corp.	Bethpage, NY			
CenturyLink Inc.	Monroe, LA		50.0	423.0
DISH Network Corp.	Englewood, CO			
Liberty Global Inc.	Englewood, CO			
NII Holdings	Reston, VA			
Telephone & Data Systems Inc. (u.S. Cellular)	Chicago, IL			
Virgin Media Inc.	New York, NY			
Altria Group Inc.	Richmond, VA			
Philip Morris International Inc.	New York, NY			
Royal Caribbean Cruises Ltd.	Miami, FL		60.0	
C. H. Robinson Worldwide	Eden Prairie, MN			
Con-way Inc.	San Mateo, CA			
Harley-Davidson Inc.	Milwaukee, WI			
Republic Services Inc.	Phoenix, AZ			
