company_name	location	cei_2016	cei_2015	forbes_1000
"Sonnenschein, Nath & Rosenthal LLP"	Chicago, IL	57.0	100.0	100.0
Southern California Edison Co.	Rosemead, CA		100.0	95.0
Southern Co.	Atlanta, GA		48.0	48.0
Southwest Airlines Co.	Dallas, TX		90.0	90.0
Sprint Nextel Corp.	Overland Park, KS		100.0	100.0
"Squire, Sanders & Dempsey LLP"	Cleveland, OH	54.0	100.0	
SRA International Inc.	Fairfax, VA		75.0	75.0
Staples Inc.	Framingham, MA		93.0	93.0
Starbucks Corp.	Seattle, WA		100.0	100.0
Starcom MediaVest Group	Chicago, IL		100.0	100.0
Starwood Hotels & Resorts Worldwide	White Plains, NY		100.0	100.0
State Farm Group	Bloomington, IL		80.0	80.0
State Street Corp.	Boston, MA		100.0	100.0
Steelcase Inc.	Grand Rapids, MI		60.0	
Steptoe & Johnson LLP	Washington, DC	79.0	85.0	85.0
Stinson Morrison Hecker LLP	Kansas City, MO	173.0	95.0	80.0
Stoel Rives LLP	Portland, OR	143.0	95.0	95.0
Subaru of America Inc.	Cherry Hill, NJ		100.0	100.0
Sullivan & Cromwell LLP	New York, NY	13.0	100.0	90.0
Sun Life Financial Inc. (U.S.)	Wellesley Hills, MA		100.0	
Sun Microsystems Inc.	Santa Clara, CA		100.0	100.0
SunTrust Banks Inc.	Atlanta, GA		100.0	100.0
Supervalu Inc.	Eden Prairie, MN		100.0	100.0
Sutherland Asbill & Brennan LLP	Atlanta, GA	94.0	95.0	85.0
Symantec Corp.	Cupertino, CA		100.0	85.0
Target Corp.	Minneapolis, MN		100.0	80.0
Association - College Retirement	New York, NY		78.0	
Tech Data Corp.	Clearwater, FL		100.0	100.0
Tenet Healthcare	Dallas, TX		35.0	
Texas Instruments Inc.	Dallas, TX		100.0	75.0
	San Francisco, CA	102.0	95.0	70.0
Thompson Coburn LLP	St. Louis, MO	173.0	100.0	85.0
Tiffany & Co.	New York, NY		68.0	73.0
Time Warner Inc.	New York, NY		100.0	100.0
"TJX Companies, Inc., The"	Framingham, MA		100.0	
Toyota Financial Services Corp.	Torrance, CA		100.0	
Toyota Motor Sales USA Inc.	Torrance, CA		100.0	100.0
Toys ‘R’ Us Inc.	Wayne, NJ		65.0	45.0
"Travel Impressions, Ltd."	Farmington, NY		93.0	
"Travelers Companies Inc., The"	St. Paul, MN		50.0	50.0
Travelport Inc.	Parsippany, NJ		100.0	100.0
Troutman Sanders LLP	Atlanta, GA	74.0	100.0	90.0
U.S. Bancorp	Minneapolis, MN		100.0	100.0
U.S. Foodservice Inc.	Rosemont, IL		58.0	50.0
UAL Corp. (United Airlines)	Chicago, IL		88.0	88.0
UBS AG	Stamford, CT		100.0	100.0
Unilever	Englewood Cliffs, NJ		100.0	85.0
Union Pacifi c Corp.	Omaha, NE		58.0	58.0
Unisys Corp.	Blue Bell, PA		70.0	70.0
United Business Media LLC	Manhasset, NY		100.0	100.0
United Parcel Service Inc. (UPS)	Atlanta, GA		100.0	100.0
United Technologies Corp.	Hartford, CT		65.0	40.0
UnitedHealth Group Inc.	Minnetonka, MN		95.0	
University Hospitals of Cleveland	Cleveland, OH		50.0	65.0
Unum Group	Chattanooga, TN		88.0	73.0
US Airways Group Inc.	Tempe, AZ		100.0	100.0
Verizon Communications Inc.	New York, NY		70.0	85.0
Vertis Inc.	Baltimore, MD		30.0	30.0
Viacom Inc.	New York, NY		100.0	100.0
Vinson & Elkins LLP	Houston, TX	43.0	100.0	80.0
Visa	Foster City, CA		100.0	100.0
Vision Service Plan	Rancho Cordova, CA		65.0	65.0
Visteon Corp.	Van Buren Township, MI		100.0	95.0
Vivendi	New York, NY		35.0	35.0
Volkswagen of America Inc.	Herndon, VA		100.0	100.0
"Vorys, Sater, Seymour & Pease LLP"	Columbus, OH	146.0	80.0	
Wachovia Corp.	Charlotte, NC		100.0	100.0
"Wachtell, Lipton, Rosen & Katz LLP"	New York, NY	52.0	100.0	75.0
Walgreen Co.	Deerfi eld, IL		100.0	100.0
6Wal-Mart Stores Inc.	Bentonville, AR		40.0	40.0
Walt Disney Co.	Burbank, CA		100.0	100.0
Washington Mutual Inc.	Seattle, WA		100.0	100.0
Waste Management Inc.	Houston, TX		85.0	100.0
"Weil, Gotshal & Manges LLP"	New York, NY	9.0	100.0	95.0
WellPoint Inc.	Indianapolis, IN		95.0	85.0
Wells Fargo & Co.	San Francisco, CA		100.0	100.0
West	Eagan, MN		95.0	95.0
Weyerhaeuser Co.	Federal Way, WA		75.0	75.0
Whirlpool Corp.	Benton Harbor, MI		100.0	100.0
White & Case LLP	New York, NY	6.0	100.0	80.0
Whole Foods Market Inc.	Austin, TX		90.0	90.0
"Wildman, Harrold, Allen & Dixon LLP"	Chicago, IL	200.0	80.0	80.0
Williams Companies Inc.	Tulsa, OK		55.0	55.0
Wilmer Cutler Pickering Hale & Dorr LLP	Washington, DC	14.0	100.0	
Wilson Sonsini Goodrich & Rosati PC	Palo Alto, CA	56.0	100.0	85.0
Winston & Strawn LLP	Chicago, IL	33.0	100.0	85.0
Wisconsin Energy Corp.	Milwaukee, WI		55.0	55.0
Womble Carlyle Sandridge & Rice LLC	Winston-Salem, NC	89.0	65.0	65.0
WPP Group USA	New York, NY		93.0	93.0
Wyeth	Madison, NJ		80.0	80.0
Wyndham Worldwide Corp.	Parsippany, NJ		100.0	100.0
Xcel Energy	Minneapolis, MN		60.0	60.0
Xerox Corp.	Norwalk, CT		100.0	100.0
XM Satellite Radio Holdings Inc.	Washington, DC		93.0	88.0
Yahoo! Inc.	Sunnyvale, CA		100.0	100.0
YRC Worldwide Inc.	Overland Park, KS		30.0	30.0
Yum! Brands Inc.	Louisville, KY		65.0	
Zurich North America	Schaumburg, IL		65.0	50.0
